"Firm","# of Matters","Avg Matter Cost","Total Hours","Total Expenses","Total Billed","Total AFA"
"Lewis, Brisbois, Bisgaard & Smith","1,070","$80,167.46","167,147.96","$1,866,302.89","$30,430,323.88","$102,139.50"
"Wilmer Hale","9","$1,963,557.08","28,414.40","$178,469.21","$15,642,274.20","$8,194.95"
"WEINBERG WHEELER HUDGINS GUNN & DIAL LLC","179","$136,341.54","45,593.82","$332,565.10","$12,907,154.64","$17,856.00"
"Nicolaides Fink Thorpe Michaelides Sullivan Llp","396","$58,359.87","53,261.78","$221,566.85","$12,724,005.26","$5,005.00"
"Gibson, Dunn & Crutcher","69","$1,945,436.42","14,034.24","$353,945.80","$11,994,607.84","$199,923.95"
"Sidley Austin","63","$388,967.45","15,472.30","$1,545,115.89","$12,080,589.55","$1,006,508.23"
"Steptoe & Johnson","327","$51,526.98","46,929.55","$208,266.70","$10,455,370.65","$0.00"
"Wilson, Elser, Moskowitz, Edelman & Dicker, Llp","592","$45,595.85","53,975.30","$720,854.21","$10,331,836.65","$108,000.00"
"HEROLD & SAGER","148","$88,276.62","44,590.29","$78,913.47","$8,724,019.43","$0.00"
"Weil, Gotshal & Manges","28","$3,364,724.01","10,135.08","$219,740.61","$8,196,504.07","$106,478.93"
"MCDOWELL HETHERINGTON LLP","367","$36,038.00","19,887.25","$534,657.10","$7,209,004.25","$0.00"
"SCHOUEST BAMDAS SOSHEA & BENMAIER PLLC","1,113","$14,300.77","38,443.24","$125,840.92","$9,062,031.91","$1,870,474.66"
"Mound Cotton Wollan & Greengrass LLP","199","$41,576.67","52,018.66","$159,894.39","$7,099,152.96","$0.00"
"JACKSON & CAMPBELL PC","328","$37,089.20","29,754.40","$68,672.18","$6,073,851.26","$0.00"
"Gordon Rees Scully Mansukhani","168","$73,594.27","29,714.19","$261,310.24","$5,969,962.99","$4,208.00"
"Hinkhouse Williams Walsh Llp","96","$110,695.18","21,176.91","$59,257.59","$5,777,675.47","$0.00"
"SHAUB AHMUTY CITRIN & SPRATT LLP","158","$142,171.28","26,856.59","$13,262.30","$5,775,903.42","$0.00"
"Pullin, Fowler, Flanagan, Brown & Poe PLLC","295","$31,411.68","33,320.90","$140,687.30","$5,658,788.31","$0.00"
"Carlton Fields,","375","$40,142.92","17,541.76","$38,307.53","$5,437,312.03","$5,915.00"
"O'Melveny & Myers","3","$639,137.82","8,344.50","$75,597.07","$5,284,756.16","$0.00"
"Marshall, Dennehey, Warner, Coleman & Goggin","412","$42,184.69","34,135.17","$169,976.01","$5,201,899.63","$0.00"
"YOKA & SMITH","173","$39,999.20","24,384.32","$654,396.91","$5,173,084.95","$0.00"
"BAILEY & WYANT PLLC","288","$33,747.05","32,635.37","$143,409.82","$5,107,908.07","$0.00"
"Wood Smith Henning & Berman","208","$61,281.56","31,777.00","$298,810.09","$4,845,779.11","$0.00"
"Willkie Farr & Gallagher","18","$160,465.70","5,265.40","$22,051.66","$11,903,251.65","$7,250,000.00"
"Debevoise & Plimpton","29","$603,147.86","5,371.50","$88,245.71","$7,102,002.81","$2,451,354.64"
"Husch Blackwell","38","$151,180.51","15,999.72","$198,221.08","$4,641,524.38","$0.00"
"Foley & Lardner","22","$195,379.02","12,112.61","$128,806.31","$5,081,965.69","$570,571.50"
"Quinn & Quinn","618","$15,184.69","21,256.26","$112,025.64","$4,739,227.72","$364,911.84"
"DONOVAN HATEM LLP","372","$49,969.69","27,268.52","$948,045.63","$7,060,936.05","$2,752,213.70"
"Stroock & Stroock & Lavan","14","$458,647.80","10,015.00","$339,947.44","$4,254,428.57","$22,596.51"
"Kitch, Drutchas, Wagner, Valitutti & Sherbrook, P.C.","98","$83,620.38","20,390.42","$374,460.31","$4,085,350.24","$0.00"
"Goodwin Procter","65","$268,751.28","6,389.70","$26,062.05","$5,075,636.26","$996,250.00"
"Watson Farley & Williams","59","$311,210.86","7,533.60","$414.15","$3,969,234.72","$11,354.10"
"PATTON & RYAN","47","$222,766.29","24,588.52","$105,876.76","$3,941,930.13","$0.00"
"GIEGER, LABORDE & LAPEROUSE, LLC","201","$62,347.58","25,907.39","$259,987.61","$3,922,452.55","$8,775.00"
"DLA Piper","210","$133,185.64","6,185.88","$825,193.10","$10,420,861.56","$6,600,546.57"
"Quinn Emanuel Urquhart & Sullivan","14","$589,454.27","4,433.16","$30,285.79","$3,723,450.24","$0.00"
"Sullivan & Cromwell","22","$744,498.56","2,164.61","$5,202.76","$3,537,262.61","$35,000.00"
"Clausen Miller P.C.","117","$81,633.20","18,683.63","$201,480.83","$3,456,364.61","$0.00"
"ACKER & WHIPPLE","172","$48,920.03","20,165.44","$233,175.14","$3,373,077.22","$0.00"
"Baker & McKenzie","3","$483,806.70","4,371.90","$300,362.20","$3,367,689.88","$0.00"
"Paul Hastings","16","$401,538.42","5,397.10","$2,089,651.43","$3,297,631.65","$2,812.50"
"RENAUD COOK DRURY MESAROS PA","71","$145,823.24","20,423.52","$763,548.57","$3,290,184.88","$0.00"
"Alston & Bird","32","$147,939.58","5,834.60","$115,810.37","$3,111,602.16","$0.00"
"BASSI EDLIN HUIE & BLUM LLP","68","$89,909.10","19,867.22","$192,549.68","$3,086,946.52","$0.00"
"HARTLINE BARGER LLP","92","$62,476.52","15,565.18","$96,226.84","$3,063,990.25","$0.00"
"Wollmuth Maher","5","$3,232,768.82","7,518.21","$37,623.07","$3,055,682.85","$0.00"
"CIPRIANI & WERNER PC","932","$7,055.48","23,521.02","$238,033.70","$3,018,216.78","$0.00"
"BROWN SIMS PC","369","$21,527.54","17,154.82","$68,392.35","$3,318,891.57","$355,000.00"
"JOHNSON GRAY MCNAMARA LLC","7","$246,506.00","11,667.70","$0.00","$2,986,027.28","$27,940.00"
"Maynard, Cooper & Gale, P.C.","22","$256,940.26","9,546.60","$213,436.11","$2,860,470.29","$0.00"
"HALL BOOTH SMITH PC","54","$128,687.84","18,040.00","$273,580.63","$2,852,116.84","$0.00"
"CORNELL GRACE PC","124","$49,404.90","17,343.84","$84,102.40","$2,814,811.45","$0.00"
"Dentons Us Llp","13","$488,050.87","5,335.09","$25,955.73","$2,805,259.95","$10,876.30"
"SHUMAN MCCUSKEY & SLICER PLLC","111","$49,342.89","17,150.92","$61,483.36","$2,714,462.90","$0.00"
"MAURO LILLING & NAPARTY LLP","133","$53,302.12","13,669.15","$172,608.14","$2,703,067.41","$0.00"
"LYDECKER DIAZ","119","$40,012.53","19,421.94","$79,248.10","$2,584,717.83","$0.00"
"Nixon Peabody","16","$24,422.99","4,617.90","$7,688.55","$2,547,764.97","$0.00"
"Horvitz & Levy","48","$87,706.59","11,982.06","$35,636.19","$2,543,491.93","$0.00"
"MACDONALD DEVIN PC","27","$141,579.91","17,175.35","$325,457.01","$2,512,751.64","$0.00"
"Locke Lord","6","$1,143,760.79","5,191.05","$796,212.44","$2,486,766.79","$0.00"
"Kaufman Dolowich & Voluck Llp","230","$21,962.41","12,063.05","$36,577.28","$2,477,899.91","$0.00"
"Clifford Chance","65","$80,219.69","354,158.35","$101,296.31","$3,781,411.00","$1,350,739.30"
"O'CONNOR REDD ORLANDO LLP","139","$40,199.59","15,218.12","$105,731.40","$2,427,053.33","$0.00"
"Adams Coogler","138","$34,012.92","19,664.87","$134,706.01","$2,401,307.66","$0.00"
"LYNBERG & WATKINS","188","$25,645.81","15,917.67","$34,469.57","$2,393,572.67","$2,613.00"
"WRIGHT CLOSE & BARGER LLP","75","$91,129.23","9,889.87","$67,706.72","$2,340,953.25","$2,494.00"
"Rawle & Henderson LLP","40","$162,937.46","10,765.35","$305,741.53","$2,261,759.00","$0.00"
"Robinson & Cole","96","$40,766.42","7,371.36","$19,963.16","$2,260,022.57","$0.00"
"FISHKIN LUCKS LLP","58","$23,258.99","7,677.10","$33,066.29","$2,214,057.82","$0.00"
"Preis PLC","88","$60,542.76","14,371.96","$277,990.81","$2,201,329.80","$0.00"
"Patterson Belknap Webb & Tyler","4","","2,390.50","$895.26","$2,117,569.91","$0.00"
"Ahmuty Demers & Mcmanus","197","$31,352.02","12,863.17","$52,609.02","$2,112,790.00","$0.00"
"Quintairos, Prieto, Wood & Boyer, P.A.","185","$43,506.48","15,658.44","$109,170.17","$2,112,688.21","$0.00"
"WALTERS BALIDO & CRAIN LLP","75","$56,718.69","13,353.06","$210,139.34","$2,089,147.49","$0.00"
"PURCELL & WARDROPE","103","$42,376.08","12,915.56","$71,323.07","$2,083,387.18","$0.00"
"ADLER MURPHY & MCQUILLEN LLP","33","$109,172.03","11,689.74","$211,121.30","$2,057,466.01","$0.00"
"POMERANZ DRAYTON STABNICK LLC","834","$4,676.56","16,655.49","$41,157.77","$2,042,377.65","$0.00"
"Norton Rose Fulbright","213","$74,363.98","6,087.99","$130,455.69","$9,293,175.03","$7,301,621.86"
"Skadden, Arps, Slate, Meagher & Flom","6","$967,442.06","1,945.00","$12,386.82","$1,981,249.39","$0.00"
"SAMUELSEN GONZALEZ VALENZUELA & BROWN LLP","301","$17,186.43","14,224.55","$11,111.53","$1,973,817.64","$0.00"
"ERICKSEN ARBUTHNOT","129","$31,868.40","14,239.97","$339,001.94","$1,911,702.23","$0.00"
"Ropers, Majeski, Kohn & Bentley","54","$82,775.04","8,086.98","$34,815.59","$1,883,485.54","$0.00"
"Dechert","8","$581,165.87","2,847.00","$63,361.25","$1,888,510.61","$16,339.00"
"TESTAN LAW APC","540","$13,871.82","17,307.35","$5,522.11","$2,136,953.27","$276,367.44"
"McAngus, Goudelock & Courie, LLC","405","$8,999.19","16,894.36","$124,487.33","$1,831,354.56","$0.00"
"HICKS PORTER EBENFELD & STEIN PA","101","$73,942.99","8,714.47","$18,344.99","$1,817,072.68","$0.00"
"FABIANI COHEN & HALL LLP","98","$71,799.38","11,980.08","$43,058.30","$1,811,123.34","$0.00"
"YUKEVICH CAVANAUGH A LAW CORPORATION","10","$565,407.97","9,312.46","$168,494.86","$1,791,777.87","$0.00"
"Shook, Hardy & Bacon","71","$58,680.38","5,250.10","$184,152.11","$1,796,683.00","$5,000.00"
"LAUGHLIN FALBO LEVY & MORESI LLP","540","$9,588.33","16,853.06","$22,903.39","$1,995,093.38","$228,014.69"
"LLOYD GRAY WHITEHEAD & MONROE PC","69","$56,557.02","13,912.62","$90,629.40","$1,763,874.60","$0.00"
"Goldberg Segalla","212","$22,795.37","10,839.36","$45,625.24","$1,762,047.43","$0.00"
"PECKAR & ABRAMSON","1","$1,834,088.00","5,820.39","$694.00","$1,756,852.00","$8,739.50"
"CARROLL WARREN & PARKER","34","$39,841.10","29,819.42","$314,355.41","$1,723,108.78","$3,159.00"
"TWO RIVERS LAW GROUP PC","609","$6,756.53","16,503.69","$134,334.62","$1,707,027.93","$0.00"
"Thompson, Coe, Cousins & Irons, L.L.P.","129","$24,590.18","9,103.76","$15,163.83","$1,701,614.00","$0.00"
"CUNNINGHAM SWAIM LLP","27","$171,974.13","6,260.29","$500,418.14","$1,682,395.75","$18,743.50"
"RUSIN & MACIOROWSKI LTD","384","$8,963.64","12,438.53","$59,831.66","$1,658,311.10","$0.00"
"LORBER GREENFIELD & POLITO LLP","57","$86,778.82","11,406.70","$175,994.69","$1,652,740.71","$0.00"
"KEGEL TOBIN & TRUCE","376","$12,785.33","13,152.06","$12,840.74","$1,650,195.75","$0.00"
"SCRUDDER BASS QUILLIAN HORLOCK TAYLOR & LARAZUS LLP","145","$22,291.20","12,983.35","$59,907.67","$1,619,346.26","$0.00"
"Germer PLLC","86","$46,627.09","12,951.56","$408,457.40","$1,613,988.52","$0.00"
"MACCORKLE LAVENDER PLLC","124","$33,037.21","12,146.72","$42,133.67","$1,590,525.82","$0.00"
"MARLOW ADLER ABRAMS NEWMAN & LEWIS","86","$39,202.55","8,187.03","$18,462.76","$1,582,284.03","$0.00"
"McCormick Barstow LLP","59","$80,036.77","8,272.06","$26,566.03","$1,553,097.80","$0.00"
"BONNER KIERNAN TREBACH & CROCIATA LLP","69","$54,114.01","10,294.91","$88,113.04","$1,544,628.22","$0.00"
"RIKER DANZIG SCHERER HYLAND & PERRETTI LLP","94","$28,298.83","7,814.47","$44,102.45","$1,516,430.31","$0.00"
"ANSPACH LAW","167","$34,606.57","10,865.58","$31,495.45","$1,495,539.40","$0.00"
"Skarzynski Black LLC","182","$30,380.74","5,831.66","$13,157.75","$2,004,109.28","$509,250.00"
"HANNUM FERETIC PRENDERGAST & MERLINO LLC","125","$25,800.47","9,761.26","$182,855.55","$1,487,341.30","$0.00"
"Baker Botts","17","$273,309.46","1,965.00","$94,478.35","$1,482,974.46","$12,147.70"
"Kopka Pinkus Dolin Pc 04-3597929 - Il & In","159","$18,740.89","11,560.98","$96,248.77","$1,460,458.41","$0.00"
"Arent Fox","4","$439,668.85","2,423.40","$1,600.83","$1,441,184.60","$0.00"
"HALL, EVANS","49","$49,424.20","8,208.17","$56,192.86","$1,423,841.08","$0.00"
"PLUNKETT GRIESENBECK & MIMARI INC","78","$42,177.04","12,077.50","$268,863.17","$1,413,194.09","$0.00"
"BRADFORD & BARTHEL LLP","203","$20,438.29","10,246.95","$11,315.98","$1,399,956.78","$5,820.00"
"ZEICHNER ELLMAN & KRAUASE","37","$155,303.77","2,691.30","$24,832.73","$1,380,902.08","$0.00"
"Kramer Levin Naftalis & Frankel","19","$78,393.93","2,145.80","$11,584.11","$1,585,680.78","$206,290.00"
"Pircher, Nichols & Meeks","40","$240,930.45","2,271.00","$3,389.20","$1,377,421.76","$0.00"
"Eversheds Sutherland (US) LLP","33","$401,972.18","3,712.69","$18,925.41","$1,434,782.19","$62,463.76"
"ADELSON TESTAN BRUNDO NOVELL & JIMENEZ","753","$12,765.00","11,873.24","$6,594.68","$1,594,903.02","$224,875.00"
"DEGAN BLANCHARD & NASH","153","$27,089.45","11,497.97","$42,675.41","$1,365,165.34","$0.00"
"RAY MCCHRISTIAN","37","$92,994.75","8,266.30","$0.00","$1,353,913.12","$0.00"
"Kutak Rock","41","$57,512.97","5,816.69","$25,689.23","$1,463,066.67","$110,000.00"
"SIOLI ALEXANDER PINO","97","$30,050.63","9,580.93","$64,754.91","$1,343,827.31","$0.00"
"Marks O'Neill O'Brien Doherty & Kelly Pc","96","$35,801.88","8,987.67","$45,649.68","$1,342,429.02","$0.00"
"Paul, Weiss, Rifkind, Wharton & Garrison","6","$171,514.96","2,147.00","$1,877.07","$1,349,445.06","$22,094.50"
"SINNOTT PUEBLA CAMPAGNE & CURET APLC","62","$31,362.58","6,225.08","$27,077.51","$1,324,127.11","$0.00"
"Fisher & Phillips","68","$22,527.49","5,421.19","$130,913.07","$1,321,253.08","$2,109.30"
"HEIDELL PITTONI MURPHY & BACH LLP","89","$44,051.64","8,482.88","$30,096.05","$1,301,380.50","$0.00"
"QUINTAIROS PRIETO WOOD","147","$41,842.61","8,942.98","$11,179.41","$1,289,599.42","$0.00"
"RUMBERGER KIRK & CALDWELL","66","$31,477.20","9,728.86","$171,411.77","$1,289,197.81","$0.00"
"Bressler, Amery & Ross, P.C.","83","$130,133.52","4,659.70","$184,609.34","$1,315,787.27","$39,174.00"
"POSTOL LAW FIRM PC","182","$11,464.91","4,379.79","$15,694.67","$1,269,828.52","$0.00"
"MILANO & WANAT","32","$88,494.72","8,346.17","$49,938.90","$1,257,172.70","$0.00"
"VIGORITO BARKER PORTER & PATTERSON LLP","64","$35,773.65","7,384.38","$65,029.58","$1,255,278.80","$0.00"
"MCNAMARA & DRASS LLP","230","$10,821.96","8,065.68","$3,536.56","$1,252,325.97","$0.00"
"Mayer Brown","21","$81,485.44","1,887.90","$3,022.77","$1,251,389.34","$0.00"
"McElroy, Deutsch, Mulvaney & Carpenter","42","$25,703.31","5,516.26","$21,877.01","$1,236,302.66","$0.00"
"COLLINS & LACY PC","189","$12,254.45","11,433.27","$41,581.26","$1,227,593.54","$0.00"
"FOGLE KELLER WALKER PLLC","676","$5,039.44","15,089.26","$28,691.89","$1,221,682.52","$0.00"
"Akerman LLP","152","$14,039.08","3,942.88","$37,202.96","$1,203,306.75","$0.00"
"FREEHILL HOGAN & MAHAR LLP","169","$17,724.25","6,504.87","$101,069.46","$1,555,278.71","$354,672.30"
"Schulte Roth & Zabel","1","$2,130,701.81","1,887.50","$2,586.88","$1,189,155.10","$0.00"
"MCANANY VAN CLEAVE & PHILLIPS PA","414","$7,316.09","10,380.88","$28,721.85","$1,167,804.56","$0.00"
"STOCKWELL HARRIS WOOLVERTON & HELPHREY","380","$8,156.47","10,034.80","$3,281.63","$1,191,455.42","$31,038.47"
"Plunkett Cooney","85","$26,771.04","7,838.98","$100,280.60","$1,158,134.78","$0.00"
"WRIGHT FULFORD MOORHEAD & BROWN PA","9","$531,979.12","7,496.87","$2,090.23","$1,145,710.61","$2,557.50"
"DODSON GREGORY LLP","68","$30,298.60","7,844.28","$50,524.16","$1,141,129.39","$0.00"
"KEATING BUCKLIN & MCCORMACK INC PS","5","$485,362.81","5,057.98","$32,653.64","$1,138,096.92","$0.00"
"Kaufman Borgeest & Ryan Llp","56","$51,672.61","5,552.67","$11,939.59","$1,131,967.34","$0.00"
"HARDIN KUNDLA MCKEON & POLETTO","170","$26,534.85","7,785.11","$48,757.79","$1,123,323.12","$0.00"
"SELVIN WRAITH & HALMAN LLP","43","$48,869.36","5,702.48","$27,707.53","$1,122,082.57","$0.00"
"MACDONALD EBBING & LLOYD LLP","202","$6,617.42","14,066.89","$0.00","$1,113,752.02","$0.00"
"CAMPBELL CONROY & O'NEIL PC","32","$152,977.81","4,994.28","$29,556.27","$1,108,263.97","$3,100.00"
"SANDBERG PHOENIX & VON GONTARD PC","31","$94,157.21","5,066.28","$30,322.43","$1,064,373.19","$0.00"
"RISSMAN BARRETT HURT DONAHUE MCLAIN & MANGAN PA","248","$9,819.64","8,861.98","$102,481.18","$1,057,664.29","$0.00"
"SANDERS WARREN RUSSELL & SCHEER LLP","27","$73,182.36","5,190.18","$26,978.31","$1,047,552.56","$0.00"
"Keller Anderle","2","$522,460.03","1,633.70","$70.01","$1,044,850.04","$0.00"
"HARRINGTON OCKO & MONK LLP","74","$47,479.99","5,702.07","$27,939.65","$1,043,000.38","$0.00"
"Johnson & Bell, Ltd.","47","$69,061.09","6,124.67","$44,610.58","$1,042,938.58","$0.00"
"OXLEY RICH SAMMONS","40","$36,502.47","6,954.43","$50,487.01","$1,033,218.83","$0.00"
"MISA STEFEN KOLLER WARD LLP","265","$4,901.47","7,266.17","$189.00","$1,032,073.09","$0.00"
"DEUTSCH KERRIGAN & STILES LLP","54","$45,317.26","6,366.18","$57,403.99","$1,016,561.03","$0.00"
"Ray, McChristian & Jeans PC","29","$137,138.06","6,215.14","$130,925.08","$1,014,724.46","$0.00"
"Wheeler Trigg O'Donnell LLP","10","$217,445.06","3,602.59","$418,343.26","$1,013,975.91","$0.00"
"MULLEN & FILIPPI LLP","233","$13,121.42","7,276.08","$9,092.25","$1,134,183.83","$126,987.05"
"Leydig, Voit & Mayer","5","$178,352.02","2,805.97","$382,597.58","$984,746.96","$0.00"
"LONDON FISHER","43","$69,818.23","4,533.88","$129,661.89","$974,400.45","$0.00"
"CFP LAW GROUP","357","$4,754.47","7,138.58","$39,286.96","$964,939.99","$0.00"
"CADES SCHUTTE LLP","38","$37,244.05","5,458.49","$85,982.77","$957,557.10","$0.00"
"Nelson, Mullins, Riley & Scarborough","36","$91,889.71","2,778.50","$37,546.23","$957,461.30","$5,411.50"
"Manning & Kass Ellrod Ramirez Trester LLP","98","$16,495.53","6,161.88","$43,692.76","$944,512.94","$0.00"
"HOLDEN LITIGATION","46","$41,946.16","6,095.74","$57,365.42","$934,708.76","$0.00"
"BURGLASS & TANKERSLEY LLC","67","$33,582.69","6,255.43","$241,096.78","$934,224.34","$0.00"
"Bowles Rice LLP","75","$30,372.10","5,814.79","$3,660.93","$932,458.00","$0.00"
"Harris Beach","27","$166,358.51","4,896.38","$230,844.67","$926,361.84","$0.00"
"ANDERSON & RIDDLE LLP","45","$55,711.17","4,413.82","$14,209.31","$919,798.48","$0.00"
"SELLAR HAZARD & LUCIA","8","$241,957.89","7,108.03","$16,329.71","$906,616.88","$0.00"
"WICKER, SMITH, O`HARA, MCCOY, & FORD PA","91","$33,315.21","6,992.28","$98,910.41","$905,491.69","$0.00"
"Cozen O'Connor","45","$45,740.55","3,473.24","$68,096.68","$896,115.48","$0.00"
"DREW ECKL & FARNHAM LLP","161","$8,343.86","6,995.58","$32,063.70","$894,032.11","$0.00"
"FORD, HARRISON, LLP","6","$425,010.59","2,090.90","$113,300.39","$878,526.93","$0.00"
"ERSTAD & RIEMER PA","190","$11,214.35","6,417.68","$42,516.67","$866,382.57","$0.00"
"MCCLOSKEY WARING WAISMAN & DRURY LLP","45","$53,480.59","4,416.38","$9,735.72","$865,588.20","$0.00"
"POST & SCHELL PC","49","$33,975.18","5,919.78","$49,503.48","$861,753.40","$0.00"
"NILAN JOHNSON LEWIS PA","9","$184,753.60","3,244.44","$36,958.27","$859,620.73","$2,968.00"
"FAUST GOETZ SCHENKER & BLEE LLP","28","$89,372.98","4,169.09","$95,724.47","$856,140.91","$0.00"
"MELICK & PORTER LLP","103","$25,376.02","5,327.17","$24,784.95","$854,089.89","$0.00"
"Barclay Damon, LLP","37","$37,047.06","4,508.58","$27,592.32","$851,562.97","$0.00"
"LINKOUS LAW PLLC","59","$27,102.72","5,197.28","$29,154.45","$837,304.00","$0.00"
"GALLIVAN WHITE & BOYD PA","58","$24,137.80","6,076.38","$69,196.82","$835,909.11","$0.00"
"MOYER LAW GROUP","51","$26,505.42","7,008.09","$44,534.22","$831,205.59","$0.00"
"Malapero Prisco & Klauber","64","$59,119.56","4,689.59","$2,324.60","$825,457.40","$0.00"
"ESPEY & ASSOCIATES PC","43","$30,410.30","6,547.37","$73,927.38","$818,632.47","$0.00"
"JAFFE RAITT HEUER & WEISS PC","4","$516,263.30","3,553.89","$11,623.54","$820,086.40","$2,345.00"
"Greenberg Traurig","15","$117,326.77","3,144.69","$18,874.60","$812,732.33","$3,540.00"
"SMITH FREED & EBERHARD PC","28","$49,521.95","11,548.76","$29,023.64","$808,630.57","$0.00"
"MALAPERO & PRISCO LLP","76","$61,623.26","4,596.36","$21,011.86","$802,819.02","$0.00"
"JACKSON & KELLY","44","$671,621.67","3,901.02","$33,277.70","$799,063.35","$0.00"
"Drinker Biddle & Reath","6","$355,877.27","2,264.90","$2,429.47","$781,005.10","$0.00"
"Thompson Coburn","1","$1,680,254.84","2,401.06","$38,769.71","$779,765.05","$0.00"
"Andrews Kurth","1","$1,755,733.94","3,426.00","$32,748.10","$774,270.00","$0.00"
"Hood Law Firm","37","$43,095.96","5,688.29","$185,885.08","$767,425.13","$0.00"
"JUGE NAPOLITANO GUILBEAU RULI & FRIEMAN PLC","264","$7,250.00","6,329.18","$36,441.76","$749,073.17","$0.00"
"GLASSMAN WYATT TUTTLE & COX PC","111","$20,370.24","5,177.18","$25,204.18","$737,144.99","$0.00"
"Thompson Hine","3","$131,050.41","3,356.89","$1,323.79","$736,908.04","$0.00"
"OTTENWESS TWAEEL & SCHENK PLC","1","$739,218.81","3,066.40","$4,700.31","$734,518.50","$0.00"
"Chaffetz Lindsey","8","$247,416.78","2,522.30","$1,945.37","$744,383.54","$13,695.00"
"BAUTE CROCHETIERE & HARTLEY LLP","20","$41,939.16","1,791.80","$2.30","$725,121.50","$0.00"
"CARR ALLISON","81","$15,464.45","6,119.81","$34,016.33","$718,259.66","$0.00"
"BEACH COWDREY JENKINS LLP","6","$96,906.60","4,115.07","$29,478.18","$708,862.50","$0.00"
"MARCELLO & KIVISTO LLC","49","$24,340.14","5,860.29","$120,300.68","$707,243.50","$0.00"
"GOLDEN ROTHSCHILD SPAGNOLA LUNDELL BOYLAN & GARUBO PC","109","$16,370.01","5,445.09","$41,219.91","$706,526.22","$0.00"
"ALBERT & MACKENZIE LLP","140","$7,064.14","5,277.78","$1,239.74","$693,926.53","$0.00"
"LINCOLN GUSTAFSON & CERCOS LC","44","$33,901.15","5,083.48","$55,796.63","$686,451.27","$0.00"
"JENSEN MORSE BAKER PLLC","39","$27,914.61","2,755.29","$0.00","$685,127.37","$0.00"
"WHITE & WILLIAMS LLP","23","$72,333.96","3,202.78","$20,067.58","$677,240.29","$1,721.75"
"MCLAIN & MERRITT","114","$11,722.02","6,511.78","$114,975.07","$675,516.11","$0.00"
"Skarzynski Marick & Black","119","$45,302.34","2,550.31","$0.00","$838,627.93","$167,325.00"
"SHAW JACOBSMEYER CRAIN & CLAFFEY PC","122","$7,544.80","4,664.59","$186.00","$668,804.60","$0.00"
"THE WAGNER LAW GROUP","9","$84,232.17","2,966.04","$8,144.42","$666,904.90","$0.00"
"PENN STUART","264","$7,102.37","6,831.99","$27,777.02","$665,185.99","$0.00"
"SAIBER LLC","20","$63,783.22","3,456.79","$1,011.56","$655,980.07","$0.00"
"SACRO & WALKER LLP","56","$40,626.88","3,435.79","$13,939.54","$654,110.65","$0.00"
"HEWITT & TRUSZKOWSKI","51","$51,390.78","3,722.68","$17,518.61","$653,626.38","$0.00"
"KOEPPEL CLARK TURNER LLC","27","$65,175.62","4,214.23","$15,737.18","$651,929.37","$0.00"
"White and Williams","19","$75,722.70","3,175.70","$4,684.36","$648,272.63","$169.75"
"Hinshaw & Culbertson","33","$57,664.56","2,561.70","$64,496.64","$651,711.30","$4,675.00"
"PLAVNICKY KINZEL & MAKOWSKI LLP","20","$41,467.75","3,917.70","$49,224.99","$638,379.89","$0.00"
"ABRAMS FENSTERMAN FENSTERMAN EISMAN FORMATO FERRARA & WOLF L","22","$52,082.73","2,641.05","$1,421.29","$637,417.65","$0.00"
"Loeb & Loeb","7","$152,673.53","911.40","$0.00","$632,772.80","$0.00"
"FORBES FOSTER & POOL","47","$19,898.69","4,961.79","$71,493.04","$630,804.32","$0.00"
"Rivkin Radler, LLP","40","$51,297.05","3,329.19","$23,592.66","$629,100.24","$0.00"
"NELSON GRIFFIN LLP","19","$105,787.15","3,345.48","$45,763.84","$627,882.57","$0.00"
"DAVIS ROTHWELL EARLE & XOCHIHUA PC","47","$26,856.46","4,739.97","$34,663.03","$626,619.89","$0.00"
"Lugenbuhl, Wheaton, Peck, Rankin & Hubbard","54","$23,831.73","3,848.09","$12,712.34","$622,569.39","$0.00"
"LEE & BROWN LLC","100","$13,042.47","5,262.47","$4,814.66","$622,273.86","$0.00"
"HELM AND ASSOCIATES","14","$161,454.09","5,090.08","$30,277.45","$619,049.24","$0.00"
"THE BASSETT FIRM LLP","42","$22,538.70","4,190.79","$93,956.77","$619,041.25","$0.00"
"LIGHTFOOT FRANKLIN & WHITE LLC","10","$143,934.69","3,237.89","$18,240.66","$618,195.31","$0.00"
"PEABODY & ARNOLD","44","$25,197.14","2,624.28","$10,956.77","$616,195.34","$0.00"
"SEIGER GFELLER LAURIE LLP","32","$32,734.25","2,972.79","$19,788.45","$606,682.30","$0.00"
"Betts, Patterson & Mines","1","","2,985.80","$109.05","$601,662.00","$0.00"
"SUTTER O'CONNELL CO","9","$283,630.38","2,433.69","$84,898.40","$598,952.19","$0.00"
"FELDMAN KIEFFER LLP","62","$40,104.07","5,025.98","$45,394.23","$597,840.61","$0.00"
"GUNTY & MCCARTHY","20","$62,439.38","4,361.58","$12,971.20","$595,803.54","$0.00"
"GRAY REED & MCGRAW PC","5","$33,914.71","2,169.29","$66,532.07","$594,336.55","$0.00"
"Kasdorf, Lewis & Swietlik","96","$8,258.62","3,683.90","$25,938.47","$593,077.73","$0.00"
"Landman Corsi Ballaine & Ford","50","$67,423.16","4,552.58","$21,471.41","$590,603.34","$0.00"
"TAYLOR ANDERSON LLP","2","$353,452.88","1,653.80","$8,698.36","$584,458.00","$0.00"
"Davis Polk & Wardwell","5","$109,179.04","752.30","$271.13","$583,887.20","$0.00"
